"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
202.9,35219,12938,20.6,0,"(34218.1, 37413.8]",41.2,40.1,42.1,"Butler County, Kentucky",2.44,53.6,29,40.2,NA,3.3,43.3,4.5,48.9,6.1,54.5,43,38.5,43.4,27.6,98.13790417,1.184261784,0,0.467471757,52.7820711,5.23255814
224.7,42640,12681,18.2,0,"(40362.7, 42724.4]",42.6,42.3,42.9,"Caldwell County, Kentucky",2.39,55.2,7.7,60.2,NA,5.8,44.9,7.7,52.4,8.7,60.5,45.6,41.6,42.1,24.2,92.65554343,5.824107282,0.046779978,0,50.10391083,7.912885662
195.3,37705,38343,20.2,0,"(37413.8, 40362.7]",33.7,33.5,34.2,"Calloway County, Kentucky",2.35,43.8,2.5,17.2,NA,9.8,31.6,16.1,52.7,9.1,69.9,54.4,45.3,30.8,16.2,91.3189524,3.907521125,2.204377263,0.325408072,44.97101254,3.144290123
198.6,52349,92066,13.2,65.17063846,"(51046.4, 54545.6]",37.3,35.9,38.5,"Campbell County, Kentucky",2.49,47.2,9.4,28.7,49.2,12.7,31,18.2,62.4,6.8,72.4,56.4,50.1,28.3,14.9,93.6386991,3.211806505,0.812243782,0.637332605,46.76269132,4.943288381
217.3,43615,10699,20.4,0,"(42724.4, 45201]",36.9,35.3,38.8,"Carroll County, Kentucky",2.63,45.9,18.5,60.8,NA,4.7,44,6.3,51,13.2,54.9,43.9,42.3,39.3,25.2,92.73314866,2.576177285,0.073868883,2.336103416,45.73721163,5.617495712
254.3,29344,15808,30.6,0,"[22640, 34218.1]",42.1,40.8,43.3,"Casey County, Kentucky",2.44,58.7,17.9,25.2,56.2,0.7,37.4,5.1,46.6,9,48.3,38.2,31.6,44.4,28.9,97.19192679,0.796038611,0.250720822,0.300864987,55.74874687,5.148741419
183.6,36736,73309,21.6,0,"(34218.1, 37413.8]",28.5,26.6,31.1,"Christian County, Kentucky",2.67,51.1,12.2,45.7,39.4,2.8,32.7,10.4,43.5,12.7,64.8,50,29.5,32.7,19.3,72.45378174,19.8505913,1.437451961,0.88728273,51.65941773,8.722576079
210.6,49012,35757,16,0,"(48021.6, 51046.4]",41.7,39.6,43,"Clark County, Kentucky",2.49,52.6,13.7,38.3,NA,5.5,35.2,13.8,55.8,7.9,64.4,50.2,44.8,37.2,20.9,92.94107749,5.250021034,0.572117677,0.218750876,50.3774783,4.293271005
266.2,25215,21013,38.2,0,"[22640, 34218.1]",39.1,37.1,41.4,"Clay County, Kentucky",2.53,48.2,30.4,35.1,NA,3.7,36.9,5.3,31.6,15.9,39.7,NA,26.4,57.3,41.9,93.37558685,3.915492958,0.056338028,0.643192488,47.61904762,7.638737758
205.8,35664,16759,20.6,0,"(34218.1, 37413.8]",43.2,41.3,46.1,"Fayette County, Alabama",2.36,53.6,16.6,31.8,49.6,2.1,38.8,8.4,44.8,10,65.3,44.9,38.3,43.4,21.1,85.546875,12.38754735,0.390625,0,51.49921842,5.73089701
150.7,63184,6571,10.9,0,"(61494.5, 125635]",36.4,35.9,37.1,"Rio Blanco County, Colorado",2.48,58.5,15.8,28.9,NA,6.7,33.7,14.3,65.4,4.2,72.3,62.1,55.1,26,15.9,94.17461263,0.461859356,0,0.491656734,60.15310234,10.65292096
136.5,40593,11543,18.3,0,"(40362.7, 42724.4]",40.9,40.1,41.8,"Rio Grande County, Colorado",2.49,55.5,26.1,32.8,NA,2.7,29.5,14,54.9,8.1,53.9,40.7,33,41.2,26.6,84.45295871,0.808854832,0.374627501,10.68539804,53.51960147,4.941176471
145.4,31227,6251,29.9,0,"[22640, 34218.1]",46.1,45.5,46.9,"Saguache County, Colorado",2.39,52.1,35.2,28.6,NA,6.8,24.7,17.9,49.4,9.7,33.3,24.6,19.2,46.1,32.4,87.6563001,0.368707919,1.122154537,6.588650208,44.03387221,7.037358818
97.9,59603,7879,9.9,0,"(54545.6, 61494.5]",40.7,40.5,41,"San Miguel County, Colorado",2.31,45.7,7.8,25.2,NA,30.4,18,39.7,70.6,5.8,73.4,63.5,39.3,21.7,12.6,95.90932777,0.234497134,1.341844711,0.677436165,40.63444109,4.135338346
87.6,68352,30257,9.7,0,"(61494.5, 125635]",37.1,36.5,38.5,"Summit County, Colorado",2.82,49,12.8,28.5,NA,22.8,17.2,32.3,74.3,4.7,68.3,NA,39.6,16.5,8.7,89.67519005,1.154111956,0.932964755,5.946786455,49.62042788,6.966359035
145,62380,23385,9.5,0,"(61494.5, 125635]",49.4,49.4,49.3,"Teller County, Colorado",2.42,60.1,17,48.1,NA,1.9,24.8,18.6,58.7,8.2,67.2,51.7,43.6,34.4,19.4,94.28020566,1.075407027,1.036846615,1.18251928,59.71192986,2.019315189
118.4,45784,4864,11.4,0,"(45201, 48021.6]",44.4,41.8,45.6,"Washington County, Colorado",2.3,60.9,22.7,41.4,NA,2.6,35.1,12.6,56.2,5.1,67.2,51.8,39.7,37,19.4,96.0375391,0.583941606,0.458811262,1.147028154,58.32908813,6.155507559
198.2,33881,31696,23.1,0,"[22640, 34218.1]",38.8,36.8,39.9,"Franklin County, Alabama",2.62,50.3,23.3,33.7,NA,3.7,37.5,7.4,49.4,9.8,58.6,44.9,40.3,38.3,21.7,88.27211228,4.912435987,0.091673516,4.194853638,49.02337229,3.264508929
142,85336,948053,9,146.6162757,"(61494.5, 125635]",39.7,38.1,41.1,"Fairfield County, Connecticut",2.76,50.8,14.8,27.7,NA,17.4,22.6,25.7,62.4,9,71.9,59.9,52.7,27.3,15.7,73.91591125,11.24307567,5.042431618,6.946614992,53.23821488,4.646681703
157.5,65809,895841,12.2,222.1376338,"(61494.5, 125635]",40.1,38.2,41.7,"Hartford County, Connecticut",2.51,46.8,14,26.6,NA,14.2,27.1,20.5,60.7,9.3,71.3,58.1,53.3,33.4,19.5,72.63181718,13.39795282,4.791051382,5.702146067,46.28481184,5.248472648
151.2,73413,183603,7.7,92.59107967,"(61494.5, 125635]",46,44.8,47.1,"Litchfield County, Connecticut",2.46,53.8,11.7,33.4,NA,13.7,29.3,19.5,63.8,7.1,75.8,NA,54.2,30.7,15.5,93.51382686,1.517412401,1.808871522,1.281776022,53.68635766,3.812301967
154.9,76365,164063,7.9,115.8091709,"(61494.5, 125635]",44.2,43.1,45.5,"Middlesex County, Connecticut",2.4,52.2,9.2,31,NA,11.7,26.8,22.2,64.2,6,80.1,65.4,59.3,27.2,12.7,88.98798172,5.07553053,2.759664578,0.931190022,52.46457038,4.041212898
169,60387,859470,13,250.1541648,"(54545.6, 61494.5]",39.8,38.1,41.1,"New Haven County, Connecticut",2.56,44.7,12.6,29.9,44,13.5,30.2,18.4,59.9,9.5,69.1,56.4,50.8,34.3,20.6,75.01240977,12.84109466,3.895391453,5.554589063,45.04306379,4.240824844
162.6,65813,271863,11.1,367.8323273,"(61494.5, 125635]",40.7,38.7,42.5,"New London County, Connecticut",2.45,48.7,8.7,37.2,NA,10.8,31.2,17.7,59.5,8.3,74.1,NA,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296,48.23231138,4.578351666
152.3,78653,151420,7.5,6.604147405,"(61494.5, 125635]",38.1,36.5,39.6,"Tolland County, Connecticut",2.49,46.8,5.1,21.1,NA,8.3,27.4,21.4,63.1,6.8,81.8,68.9,63.2,24.6,11.8,89.16273988,3.127385685,3.936215021,1.368889357,53.2505921,2.555885972
172.2,57547,116573,10.3,0,"(54545.6, 61494.5]",40.4,39.2,41.6,"Windham County, Connecticut",2.53,46.9,9.1,29,NA,7.3,34.3,13.9,61.5,9.3,68.9,55.1,50.9,36.2,21,90.30901507,2.230356687,1.230101302,2.414233421,48.29027012,3.936336507
212.4,39546,22583,18.1,929.9030244,"(37413.8, 40362.7]",38.9,37.8,40.4,"Bibb County, Alabama",2.95,49,25.3,33.1,NA,1.2,42.1,6.1,45.2,8.3,64.8,NA,43.8,39.4,22.7,76.65457441,21.43868342,0.092903911,0.03096797,57.33598975,4.179860671
200.3,34425,26777,23.9,0,"(34218.1, 37413.8]",42.2,41.5,43.3,"Geneva County, Alabama",2.47,52.3,24.7,39.1,NA,3.6,37.1,9.3,48.3,11.2,56.1,40,33.9,42.7,24.4,86.50009323,8.901734104,1.226925228,1.129964572,50.18597731,5.630397237
190.7,54271,173533,14.1,11.52518541,"(51046.4, 54545.6]",37,35.1,38.4,"Kent County, Delaware",2.71,48.8,15.5,25.9,51,7.6,33.5,14.1,56.5,8.4,69.2,49.6,42.1,38.7,20.5,67.20882077,24.31198343,2.091334383,1.491956179,50.31450694,6.068779501
168.7,53316,215622,13.9,519.4275167,"(51046.4, 54545.6]",47,45.4,48.3,"Sussex County, Delaware",2.52,51.1,17.8,38.7,37.1,6.5,35.3,13.5,52.9,8,64.7,43.1,38.4,45.4,23.1,81.4512161,12.66316775,1.144706756,2.152415317,50.71997832,5.256787135
182.4,44325,259964,21.6,115.4005939,"(42724.4, 45201]",30.8,29.9,31.8,"Alachua County, Florida",2.46,37.7,5.5,13.7,NA,14.7,21.5,21.5,54.6,7.9,71.3,NA,47.3,25.2,13.2,69.8660205,19.89630947,5.656562478,0.946825166,38.96880138,3.204859373
191.5,44800,181635,15.6,16.51664052,"(42724.4, 45201]",39.8,38.3,41,"Bay County, Florida",2.54,49,19.6,32.1,NA,6.8,30.6,14.4,55.1,8.6,60.6,NA,32.1,36.3,19.6,82.06874134,10.76742343,2.033612199,0.616470776,47.33223403,5.729334092
209.9,39980,26928,22.6,0,"(37413.8, 40362.7]",39.6,36.8,44.9,"Bradford County, Florida",2.72,39.5,27.5,32.8,NA,6.3,37,7.8,41,12.4,57.4,NA,35.4,38.7,20.6,77.59247695,20.04554972,0.404070088,0.139587849,45.24515393,2.467138524
181.2,47973,568088,14.5,51.04842912,"(45201, 48021.6]",46.6,45.1,47.9,"Brevard County, Florida",2.46,48.6,15.3,29.9,NA,7.9,28.8,16.9,49.6,10.9,64.2,45.5,38,38.1,18.3,83.0508444,10.28087523,2.307840987,1.237736885,47.33045769,4.967904974
157.6,51485,1896425,14.5,216.723572,"(51046.4, 54545.6]",40,38.6,41.1,"Broward County, Florida",2.73,43.1,17.1,29.4,44.8,8.7,27.6,19.8,59.8,10,58.4,49.6,40.2,29.4,19.1,62.61746183,27.83747624,3.499006051,2.985809092,43.04294896,4.663810807
154.5,26504,8479,33.2,0,"[22640, 34218.1]",42.4,41.2,45.1,"Greene County, Alabama",2.7,30.9,22.3,29.9,NA,1.6,38.9,7.8,35.2,20.4,44.7,NA,23.8,54.1,32.2,17.7877429,80.6599977,0.160975049,0,31.3027179,7.343412527
174.7,35256,14462,22.3,0,"(34218.1, 37413.8]",40.5,39.7,42.3,"Calhoun County, Florida",2.64,44.6,16.9,45.8,36.6,0.8,37.5,8.2,40.1,10,49,33.5,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222,49.81187291,4.5
149.8,43242,173115,11.9,17.32952084,"(42724.4, 45201]",57.3,56.2,58,"Charlotte County, Florida",2.26,55.8,23.5,37.8,34,4.7,34.9,13.1,38.8,10.8,61.1,32.6,25.2,51,20.1,90.49902584,5.606123668,1.282399281,0.573038249,53.69071476,4.954881717
184.3,36383,141058,20.1,42.53569454,"(34218.1, 37413.8]",55.4,54.4,56.1,"Citrus County, Florida",2.25,54.6,24.1,42.3,NA,3.2,38.2,11.1,35.8,13.1,57.6,31.6,24.7,54.3,24.4,93.29127701,2.992395492,1.593939307,0.279977659,51.06536419,3.923080412
123.2,58403,357305,14.3,50.37712878,"(54545.6, 61494.5]",48.5,46.7,50.2,"Collier County, Florida",2.59,54.4,19.2,38.9,36.1,5.7,26.7,19.8,NA,7.8,58.6,38,28.5,40.8,19.3,87.80061626,6.830142103,1.248933569,2.628624033,54.17744518,5.163886194
203.3,38484,68348,21.7,73.15503014,"(37413.8, 40362.7]",40.4,38.2,42.8,"Columbia County, Florida",2.66,45,24.3,42.9,NA,1.5,36.1,9,46.1,14.8,53.8,39.4,33.2,43.2,25.5,77.20113264,17.92319264,0.800814087,0.95566764,45.64703897,4.905335628
195.9,32121,16203,27.1,0,"[22640, 34218.1]",46.9,44.3,49.5,"Dixie County, Florida",2.41,45.8,39.8,33.7,NA,3.4,41,6.1,36.6,7.2,43.8,29.5,24.6,50.4,28.7,88.10515195,8.799950283,0.745758499,0.118078429,47.2318625,5.828779599
189.2,46013,913010,18.2,359.2512678,"(45201, 48021.6]",36,34.6,37.6,"Duval County, Florida",2.58,43.2,17.1,32.4,NA,8.9,28.6,18.7,57.9,10,63.5,50.9,41.7,32,19.3,61.47665866,29.39720863,4.356256449,1.135545818,41.79490974,5.094111629
186.7,46139,311003,15.3,234.7244239,"(45201, 48021.6]",37.2,34.9,39.6,"Escambia County, Florida",2.53,41.3,12.9,30.9,NA,6.7,28.9,16.4,52.4,9.4,65.5,48.2,36.3,35,18.2,68.96159986,21.60403752,2.893639803,1.201004156,41.92591941,4.387164057
216.2,36788,11761,25.3,0,"(34218.1, 37413.8]",42.1,39.1,48.7,"Franklin County, Florida",2.24,49.8,37.6,20.3,NA,1.4,35.4,10.1,43.9,9.4,52.8,34.1,28.7,43.3,20.9,81.99174407,14.55108359,0.756793946,0.455796354,50.50714615,4.934210526
209.2,40788,17199,19.8,0,"(40362.7, 42724.4]",42,36.5,45.8,"Gilchrist County, Florida",2.54,47.3,39.5,34.9,23.7,2,38.8,7.7,44.8,10.4,50.2,37.2,33.3,40.2,22.5,91.59016008,6.10287194,0.476694915,0.258945386,52.06077259,6.283213504
135.3,38783,13670,21.1,0,"(37413.8, 40362.7]",45.3,42.5,48,"Glades County, Florida",3.04,44.3,38.6,23.6,NA,0.2,44.5,5.8,33.3,12.9,47.1,27.7,24.1,47.5,24.1,79.87492465,13.02742616,0.421940928,1.672694394,51.65816327,1.600365798
188.4,31734,14295,31.7,0,"[22640, 34218.1]",40.5,36.1,45.6,"Hamilton County, Florida",2.35,39.3,36.9,44.4,18.7,0,37.4,7.2,33.1,15.8,49.7,35.3,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956,44.32593857,7.14920071
161.9,35371,27502,29.9,0,"(34218.1, 37413.8]",34.8,33.2,36.4,"Hardee County, Florida",3.33,43.9,34.8,45.9,NA,0.9,41.1,7.4,45.3,11,36.5,NA,21.8,48.7,34.9,82.55060434,7.965632736,0.182029999,7.259356342,52.29719086,6.773043626
163.7,38494,39119,25.3,0,"(37413.8, 40362.7]",33.8,32.3,34.8,"Hendry County, Florida",3.18,45.5,30.6,29.9,NA,1.2,32.2,6.3,51.2,11.9,38,31.3,26.7,37.4,27.2,73.78724292,12.00114694,0.980111044,9.162474259,48.00352578,7.09833795
194.1,39930,17221,17.3,0,"(37413.8, 40362.7]",43,41.7,45.1,"Henry County, Alabama",2.47,53.1,16.4,43.8,NA,8.5,35.5,9.4,49.7,8.1,61.9,42.2,35.8,41.8,22,70.36865291,28.35033619,0,0.38836077,51.47954743,7.114728275
161.6,35787,99491,19.5,0,"(34218.1, 37413.8]",52.1,50.2,54,"Highlands County, Florida",2.39,54,33,34,NA,1.4,36.3,10.7,37.6,13.3,53.2,27.8,21.6,54.6,25.3,83.03941909,9.559840534,1.504149378,3.765966968,51.71176077,5.119076848
168.9,50758,1349050,16.8,386.938957,"(48021.6, 51046.4]",36.6,35.5,37.6,"Hillsborough County, Florida",2.64,45.1,16,28.6,45.6,9.8,27.3,19.5,58.8,9,61.2,NA,42.8,31.1,19.7,71.13081441,16.63501893,3.691272592,4.938275395,44.25647736,4.752577535
191.5,35651,19324,26.7,0,"(34218.1, 37413.8]",42.1,40,45.1,"Holmes County, Florida",2.6,48.4,28,34.5,NA,4.5,36.9,7.3,38.1,15.4,47.8,33.9,25.4,45,26.2,89.05016552,6.987522282,0.371785078,0.621339445,53.30990041,5.39241858
167.3,47548,147919,14.7,27.04182695,"(45201, 48021.6]",50.7,48.7,52.2,"Indian River County, Florida",2.44,51.7,22.4,36.2,36.1,5.3,30.3,16.4,44.2,12.2,59.5,35.6,27.6,45.1,20.6,86.17375723,9.246426722,1.192026094,1.493007434,49.97492434,5.396074172
173.5,40205,14081,18,0,"(37413.8, 40362.7]",45.3,42.6,48.8,"Jefferson County, Florida",2.17,46.3,29.2,24.8,NA,1.8,31.5,11.9,40.9,9.4,64.3,46.2,40.9,40.6,19.9,60.91703057,36.17410903,0,1.676292436,47.51432268,5.135032332
208.1,38071,8663,25.6,0,"(37413.8, 40362.7]",36.4,34.5,40.2,"Lafayette County, Florida",2.81,43,37.1,40.7,NA,2.1,36.7,7.8,37.6,14.6,51.7,39,30.8,36.6,22.6,77.320759,18.13430292,0.068174071,3.033746165,54.47252306,7.845659164
171.3,46895,325875,13.8,30.68661297,"(45201, 48021.6]",46.4,45.1,47.6,"Lake County, Florida",2.57,54.9,21.4,33.3,NA,6.3,33.5,14.3,47.6,9.7,62.7,43.1,36.6,41.4,20.3,83.35592685,9.76168933,1.777106591,2.179926005,55.18108863,5.546022599
142.1,49147,701982,16,279.2094384,"(48021.6, 51046.4]",46.9,45.6,48.2,"Lee County, Florida",2.59,50.4,20.7,32.7,NA,6,31.6,16.2,47.6,10.1,57.6,38.7,31.1,41.4,20.9,84.54122876,8.636004068,1.594003089,3.223113723,50.79532437,4.725806822
155.8,45463,286272,23.3,38.42499441,"(45201, 48021.6]",30,29.1,30.7,"Leon County, Florida",2.43,37.8,6.7,15.4,NA,12.9,19,25.3,59.7,10.6,74,61.8,52.2,24.1,12.8,62.22626705,31.12709408,3.224358521,0.866968262,37.82864464,3.782242355
189.6,40124,104173,20.1,28.79824907,"(37413.8, 40362.7]",39,37.6,40.5,"Houston County, Alabama",2.62,46.9,18,36.1,NA,5,33.1,13.3,54,8.3,63.4,48.4,40,36.7,20.7,69.70656982,26.4251357,0.764966098,0.823883942,46.61581243,5.664585192
232,37433,39832,21.2,0,"(37413.8, 40362.7]",46.6,45.4,48,"Levy County, Florida",0.0253,48.5,22,36.1,NA,2.9,40.9,7,44.1,11.1,46.7,30.8,25,47.8,26.3,87.34587278,9.148439266,0.494713844,0.323949675,47.36401134,6.101525381
220.4,38473,8331,24.7,0,"(37413.8, 40362.7]",37.6,36.7,39.4,"Liberty County, Florida",2.77,41.8,27.1,30.9,NA,5.6,43.5,6.8,39.6,10.2,53.4,41,36.1,35.2,20.3,77.97468354,16.52802893,0.807715491,2.688366486,47.55445952,8.315256688
166.9,33017,18408,27.7,0,"[22640, 34218.1]",41.5,39.5,44.2,"Madison County, Florida",2.52,43.3,33.2,28.6,NA,0.4,39,6.9,40,11.8,51.6,32.8,26.2,45.2,24.6,58.04367558,38.71002189,0.240269101,1.083880613,46.93075295,11.91053624
146.7,51673,363369,14.1,19.26416398,"(51046.4, 54545.6]",46.7,45.2,48.2,"Manatee County, Florida",2.52,52,20.2,37.9,NA,6.3,30.7,16.8,49.5,8.6,61.1,NA,33.2,39.8,19.3,84.61927856,9.281439739,1.835457584,2.572084404,51.46038226,4.574507344
183.4,39860,343254,17.8,107.7918975,"(37413.8, 40362.7]",48.2,46.6,49.6,"Marion County, Florida",2.48,49.5,23.4,37.4,NA,4.4,36.6,11.7,41.1,12,54.1,33.8,27.3,47.9,25.2,81.68230848,12.91466134,1.502029328,1.293900734,49.44098815,5.222619682
146.5,55472,156283,12.1,102.3783777,"(54545.6, 61494.5]",50.7,49,52.4,"Martin County, Florida",2.39,51.1,18.6,32.9,NA,8,26.1,19.8,47.3,9.7,64.9,43.8,34.2,40.6,17.8,87.11028723,5.595503543,1.114218991,4.081511485,50.7538094,5.354923743
137.3,42754,2693117,20.4,164.8647274,"(42724.4, 45201]",39,37.5,40.5,"Miami-Dade County, Florida",3.08,40.7,15.4,29.1,46.9,8.6,28.5,17.1,56,10,46.4,41.2,32.5,32,21.8,75.75059434,18.6422952,1.58659847,2.425501375,43.27147205,4.372227998
168.5,57411,77482,14,25.81244676,"(54545.6, 61494.5]",46.8,46.5,47.1,"Monroe County, Florida",2.55,45.8,15,32.8,NA,6.6,27.9,19.2,58.5,6,59.2,43.5,29.6,31.5,15.2,89.10027536,6.54800332,1.013161882,1.082989684,46.08439986,4.966521485
176.3,56728,78444,11.7,12.74794758,"(54545.6, 61494.5]",44.2,43.3,45.1,"Nassau County, Florida",2.66,54.5,17.5,40.1,NA,5.3,35.5,15.1,50.9,9.8,66.2,49.1,38.9,33.7,16,90.39008962,6.425935688,0.882973115,0.421718503,55.87154667,6.279473815
211.1,36923,52419,22,19.07705221,"(34218.1, 37413.8]",42.2,40.4,44.1,"Jackson County, Alabama",2.56,55.3,23.2,33,NA,2.6,39.8,7.7,48.9,10.1,63.3,45.7,40.2,38.7,16.7,90.97048808,3.09307605,0.397275823,1.271282633,55.34237189,4.011185878
161.7,47069,1288126,18.2,271.7125499,"(45201, 48021.6]",34.4,33.4,35.3,"Orange County, Florida",2.75,42.8,11.9,25.1,NA,10.6,26.1,20.8,61.6,9.1,60.3,51.6,44.5,26.9,17.6,64.47102167,20.80926643,5.192105377,6.222178466,43.90160228,4.907650931
144.3,52225,1422789,14.9,151.1116546,"(51046.4, 54545.6]",44.1,42.3,45.8,"Palm Beach County, Florida",2.54,46.9,17.7,28.9,NA,8.8,25.5,21.1,54.3,9.5,60.5,45.8,36.5,35.5,19.5,74.98799686,17.97243412,2.503905553,2.180944963,45.4432712,5.134424767
176.4,45219,497909,14.7,62.26037288,"(45201, 48021.6]",44.4,43.3,45.5,"Pasco County, Florida",2.53,51.1,16.3,37,NA,5.4,33.7,14.2,47.8,9.4,61,45,37.9,39.4,21,88.67778872,5.070229173,2.309258734,1.084525379,50.5624792,4.73813501
211.6,32054,72023,28.5,97.19117504,"[22640, 34218.1]",44.1,43,45.6,"Putnam County, Florida",2.57,44.9,22.8,43.8,NA,0.6,38.8,7.7,41.3,12.6,45.1,30.2,24.2,47.8,28.5,77.76081215,16.46445472,0.605260262,2.865357104,43.61160279,4.330954196
149.9,66560,226640,8.2,30.88598659,"(61494.5, 125635]",42.7,41.8,43.8,"St. Johns County, Florida",2.62,55.4,12.7,31.9,46,9.4,21.2,27.6,56.8,6.7,75.5,60,49.2,27.5,11.9,89.31518563,5.399653198,2.267037222,0.508800684,57.17801166,3.253269113
162.4,42722,298563,17.3,110.529436,"(40362.7, 42724.4]",43.9,42.6,45,"St. Lucie County, Florida",2.64,49.1,21.8,32.6,NA,4.7,33.4,12.8,48,12.4,53.6,37.7,31.6,42.8,24.5,73.1630591,19.29994514,1.760032777,3.082227454,49.87210143,5.736951023
186.7,44852,660367,19.5,284.6901799,"(42724.4, 45201]",37.4,35.7,39.1,"Jefferson County, Alabama",2.47,43.9,13.2,29,NA,10.6,26.5,18.6,56,9.1,66.7,52.3,46.3,33.2,18.7,52.76878302,42.34825333,1.570196017,1.912367646,41.80064309,5.582491665
190.7,58587,167040,11.2,0,"(54545.6, 61494.5]",39.5,38,41.2,"Santa Rosa County, Florida",2.65,54.8,16.2,37.6,NA,7.5,28,17.9,52.5,7.9,70.5,52.7,38.6,30.5,14.6,85.85898734,5.729687432,1.944466871,1.448258302,58.13925734,5.465692312
146.4,52109,405549,10.8,199.7292559,"(51046.4, 54545.6]",54,52.2,55.5,"Sarasota County, Florida",2.21,53.5,14.6,38.9,NA,6.4,30.2,19.3,45.6,8.2,66.2,41.1,30.9,43.9,17.2,91.17611048,4.713573684,1.463123473,0.769313179,49.33984074,3.94772339
160.8,56443,449144,11.8,22.26457439,"(54545.6, 61494.5]",39.1,37.1,40.5,"Seminole County, Florida",2.85,46.6,11.2,24.9,53.6,10.2,24.1,23.6,59.4,9.4,67.8,57.1,47.7,26.3,15,79.60950826,11.57916158,4.155062582,1.696825854,50.37632996,4.236255854
142.9,51907,118891,10.9,84.11065598,"(51046.4, 54545.6]",65.3,64.7,65.7,"Sumter County, Florida",2.05,62.6,34.6,39.4,NA,2.5,30.6,16.3,22.1,9,66.6,NA,18.8,65.1,21.8,88.34112128,8.3418586,0.715200782,0.957594861,61.94550261,6.766413577
198.7,38177,43760,23.7,0,"(37413.8, 40362.7]",41.6,40.5,43.6,"Suwannee County, Florida",2.69,47.7,29,40.8,NA,2,40.8,8.8,44.5,11.1,48.9,33,27,47.9,27.4,82.76407845,13.53595596,0.318843904,1.167565088,49.34500607,3.38904364
198.5,36374,22493,23.4,0,"(34218.1, 37413.8]",41.2,39.2,44.5,"Taylor County, Florida",2.44,43.5,33.1,32.9,31.7,2.2,39.2,5.4,37.8,9,60.6,42.2,36.9,41.6,20.6,75.03195944,21.50319594,0.312982147,0.806700463,48.84944116,8.854568855
169.8,68421,133378,7.7,0,"(61494.5, 125635]",35.7,35,36.4,"Canadian County, Oklahoma",2.88,55.1,14,34,45.1,6.8,29.3,18.6,65.6,4.5,76.5,63.1,55.8,23.7,11.6,82.15511161,2.296482372,3.052467253,2.875753806,58.40512737,5.36432284
206.1,44402,48689,16.5,20.53851999,"(42724.4, 45201]",38.6,37.5,39.4,"Carter County, Oklahoma",2.67,49.9,24.1,37.8,31.8,6.4,39.6,12.5,55.6,6.1,60.1,45.4,39.7,36.5,20.7,74.65835432,6.975351967,0.93101028,2.087031914,49.10729277,5.886681383
169.2,58205,274458,12.6,29.14835785,"(54545.6, 61494.5]",33.2,32.2,34.3,"Cleveland County, Oklahoma",2.59,49.1,8.2,23.3,58.6,9.9,26.6,19,62.5,4.9,74.8,61.2,52.3,24.3,12.4,79.06922201,4.52545288,4.242519005,1.342819064,50.03827713,4.927709813
195.8,36566,5651,20.9,0,"(34218.1, 37413.8]",42.3,39.8,43.8,"Coal County, Oklahoma",2.51,52.6,24,45.2,NA,4.8,42.8,9.4,50.4,9.1,48.2,NA,25.8,41.5,22.3,71.92016518,0.481761872,0.172057811,1.531314522,49.43181818,4.588744589
186.9,46071,124648,18.6,216.6099737,"(45201, 48021.6]",31.8,30.6,33.3,"Comanche County, Oklahoma",2.69,45.7,11.8,41,39.8,7.3,33.2,14.1,NA,8.6,66.1,47.1,29.6,33.5,16.5,64.45818164,16.87790267,2.141303742,2.103066175,46.07076781,6.253896381
192.4,41469,5996,17.8,0,"(40362.7, 42724.4]",41.5,40.2,42.7,"Cotton County, Oklahoma",2.48,58.9,27.6,39.5,NA,4.2,40.7,12,53.9,9.2,58.2,43.6,32.4,36.2,21,79.97382199,1.963350785,0.687172775,1.767015707,55.70193495,5.31996916
210.2,46614,70892,15.8,28.211928,"(45201, 48021.6]",40.6,39.2,41.8,"Creek County, Oklahoma",2.67,54.5,21.6,42.5,NA,3.9,40,10.5,53.4,5.7,60.5,47.4,34.8,35.3,21.3,79.68513729,2.321900482,0.501688783,0.907279434,54.45351855,5.479185579
205.2,45574,29744,15.9,0,"(45201, 48021.6]",30.7,29.9,31.4,"Custer County, Oklahoma",2.63,50,8.2,22.2,NA,9.3,35.1,18.3,61.9,3.7,67.4,56.5,47.9,25.4,13.4,82.73862931,3.126509766,1.41486645,2.091241632,50.28946353,5.712260808
202.1,50348,4995,12.4,0,"(48021.6, 51046.4]",41.5,38.3,43.4,"Dewey County, Oklahoma",2.57,59.1,35.8,31.3,NA,2,42.3,17.6,54.9,2.7,63.8,NA,39.9,32.8,19.1,88.73123586,0.185070944,0.863664405,0.123380629,59.69746083,2.164502165
